文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
127628276929_10157240284801930,https://www.facebook.com/cwgroup/posts/10157240284801930,【素養教育－愛看動漫、打遊戲，這些被爸媽唸的興趣讓她拿下技職金牌？】  放棄名校，選擇真愛的校系，就像在木板重複練習作畫，舊的毀掉也不可惜，因為已經學到了。拿下技職金牌的李佳玲，她的爸媽曾擔心她所唸的科系不好找工作，但李佳玲堅持自己的興趣，走一條自己喜歡的路，什麼樣的家庭環境，給李佳玲最大自由度，自由探索並培養興趣？她的爸媽是如何放手的？  👉閱讀完整文章：https://bit.ly/3kyCurQ 👉深入了解108課綱：https://bit.ly/3e1HTWg  #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Link,,,10/27/20, ,9257,9257,0,10146,10146,0,195,177,196,3,3,9341,8575,0,0,172,0,0,0,0,0,0,0,0,0,0
127628276929_10157240553371930,https://www.facebook.com/cwgroup/posts/10157240553371930,【#唐鳳：我所看待的自由與未來】 　 第一本經唐鳳認可， 串連她的過去與現在，遠眺自由與未來的深刻之作。 「我的全部，都公開透明在這邊了； 我所看待的自由和未來，也將與各位一同分享。」 　 揭開神人級公民黑客、台灣抗疫功臣、被日本媒體譽為「天才IT大臣」的背後思路；理解她超越一切框架，主張從征服到增幅的共好價值，用無差別的愛與自由，邁向分享協作的「唐鳳Style」。 　 🏳‍🌈 國內第一本解密「鄉民之神、網路之子」的唐鳳人生紀實 🏳‍🌈 日本亞馬遜「國際教育、網路入門、性別議題」三類銷售No.1 🏳‍🌈 獨家收錄影響唐鳳最深的20本書，橫跨字典/哲學/政經/小說等領域 　 ☑ 首刷限量加贈唐鳳「Q版海豹」精緻貼紙乙張 ☑ 天下獨家再贈限量「就這樣被唐鳳增幅心靈小卡」，一套共12張 　 覺得越來越姆湯的日子，讓唐鳳來解答你的困惑， 如果被唐鳳增幅，依舊無法解放你的自由與未來， 那麼，讓我們一起 #召喚唐鳳 → https://bit.ly/2TryrSg  ※特展專區，單書79折、任選兩書75折、任選四書72折,Photo,,,10/26/20, ,10862,10862,0,12339,12339,0,150,118,135,3,3,11525,10117,0,0,131,0,0,0,0,0,0,0,0,0,0
127628276929_10157240437536930,https://www.facebook.com/cwgroup/posts/10157240437536930,【情緒不成熟的父母，不是你我的錯】 　 雖然父母年近60，不要以為他們就是大人了，「他們只是軀體上的大人，但內心中住著並不比起你成熟多少的孩子。」  他們也有著自己的困擾與無解的問題，因此，不要期待父母來拯救你，放棄這個想法更健康，你要幫著自己。,Link,,,10/26/20, ,162297,162297,0,172311,172311,0,10595,8305,9910,15,15,73964,72066,0,0,2792,0,0,0,0,0,0,0,0,0,0
127628276929_10157240436296930,https://www.facebook.com/cwgroup/posts/10157240436296930,【為什麼練瑜珈可以慢老？】   有個說法是，你幾歲練習瑜珈，年齡就會停留在幾歲，這個說法可能不只是個比喻。研究發現，確實更是如此。  除此之外，規律瑜珈練習者，還有哪些好處呢？  -- 📣【訂閱頻道看更多】  升級《天下》LINE 免費訂閱頻道，掌握健康醫療知識零時差 https://maac.io/1ffCR,Link,,,10/26/20, ,45503,45503,0,51170,51170,0,2207,2006,2042,2,2,47867,43281,0,0,1912,0,0,0,0,0,0,0,0,0,0
127628276929_10157240326216930,https://www.facebook.com/cwgroup/posts/10157240326216930,【選情之夜為何成為選情之月？】  4年前，希拉蕊在10月中的民調裡，大勝川普，但最終仍不得不面對選舉結果，發表了敗選感言。現階段雖然拜登民調領先，但川普未必會輸。  在接下來的時間內，還有哪些重大不確定性存在？川普可能再度逆轉勝？  🔥不斷更新》美國總統大選動態　鍵盤追進度 https://bit.ly/3kvYcNe,Link,,,10/26/20, ,3757,3757,0,4067,4067,0,73,61,66,2,2,3636,3334,0,0,66,0,0,0,0,0,0,0,0,0,0
127628276929_10157238324886930,https://www.facebook.com/cwgroup/posts/10157238324886930,#廣編企劃  【震驚業界的研發速度，聯發科技靠「它」超前佈署5G市場！】  為了搶占5G的市場先機，聯發科技的IT部門藉由Amazon Web Services（AWS）雲端技術，完成混合雲架構（Hybrid cloud）的開發平台，一週內新增上千台高階伺服器，以備研發單位大量運算所用，並同時兼顧使用者體驗（User Experience）與最大化雲端資源運用，順利提早三個月發表7奈米5G手機晶片，完成高度專業與速度的研發專案。  #雲端 #聯發科技 #5G #混合雲架構 #運算 #研發 #伺服器,Link,,,10/26/20, ,2172,2172,0,2385,2385,0,29,21,21,1,1,2059,1885,0,0,26,0,0,0,0,0,0,0,0,0,0
127628276929_10157240102531930,https://www.facebook.com/cwgroup/posts/10157240102531930,【民調大贏川普，賭客卻對拜登沒信心？】  上週五結束了美國總統大選的終場辯論，CNN民調有53%的人看好拜登，只有39%的人支持川普。加上《經濟學人》的選舉預測模型也指出，拜登勝選的機率推估高達87%。但為何大家仍沒有十足把握呢？  🔥更多精彩內容，請看《不能只有台積電》 https://bit.ly/31lrYNn,Link,,,10/26/20, ,10498,10498,0,11422,11422,0,271,255,297,2,2,10594,9684,0,0,250,0,0,0,0,0,0,0,0,0,0
127628276929_10157240207581930,https://www.facebook.com/cwgroup/posts/10157240207581930,【與其雇一個有即戰力來衝刺的短跑健將，不如雇一個有潛力的長跑者】  「一行人開拔到非洲一個國家的育幼院，開始了長達一個月的課程。他們把募來的機具拆解後背到非洲，上課前組裝起來，教導非洲的孩子如何組裝後，在離開時把所有的機具留下來。」  成大資工系教授蘇文鈺擔任專案的指導老師，他希望業界不要太看技能部份，重點是要看學生的跨領域能力。  【加入《天下》Telegram ，每日早晨直送國內外重要新聞】點擊連結👉 http://t.me/cwmagazine,Link,,,10/26/20, ,11962,11962,0,13215,13215,0,193,159,189,1,1,12143,11134,0,0,157,0,0,0,0,0,0,0,0,0,0
127628276929_10157238424036930,https://www.facebook.com/cwgroup/posts/10157238424036930,股東資本主義盛行半個世紀來，為國家、企業帶來繁榮與利潤，卻也有不少後遺症，諸如環境污染、貧富差距。 　 創辦人施瓦布提出了利益相關者（stakeholders）的概念，主張企業不只服務股東，也要服務客戶、員工、社區和整個社會...,Link,,,10/26/20, ,7301,7301,0,7740,7740,0,77,35,39,2,2,7132,6712,0,0,68,0,0,0,0,0,0,0,0,0,0
127628276929_10157238566546930,https://www.facebook.com/cwgroup/posts/10157238566546930,【與蘋果前設計長合作，Airbnb有怎樣的盤算？】  民宿訂房網Airbnb受疫情影響，今年業績慘烈。為了逆勢突圍，找了堪稱是僅次於賈伯斯的蘋果產品靈魂推手艾夫合作，乍看或許讓人摸不著頭緒，為何民宿平台會動用到科技產品設計鬼才？,Link,,,10/26/20, ,5941,5941,0,6377,6377,0,81,71,89,2,2,5821,5428,0,0,71,0,0,0,0,0,0,0,0,0,0
127628276929_10157238678791930,https://www.facebook.com/cwgroup/posts/10157238678791930,#企業突圍【你遇過有毒的同事嗎？】 　 先別急著否認，你一定遇過這種同事！滿口冷嘲熱諷，沒事就用「幹麻那麼拚？」、「你想證明給誰看？」攻擊你。 　 這種咖不但會讓團隊士氣低落，更慘的是，主管和老闆對這種「有毒」員工通常是假裝沒看見，最後導致部份同事再也不想忍，乾脆辭職。面對「有毒同事」你該怎麼辦？ 　　 - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/26/20, ,63361,63361,0,70695,70695,0,5826,5469,6234,6,6,21704,20034,0,0,553,0,0,0,0,0,0,0,0,0,0
127628276929_10157239769801930,https://www.facebook.com/cwgroup/posts/10157239769801930,#今日熱文【核心系統更換變成災難　台北富邦銀行怎麼了？】 　 台北富邦銀行10月上旬更換核心系統，再次造成客訴，金管會下令一周內交檢討報告。 　 據《天下》調查，我國前十大銀行逾半都有規劃更換核心系統，顧問業形容是十年來難得一見。北富銀之亂可帶來哪些借鏡？ 　 【加入《天下》Telegram ，每日早晨直送國內外重要新聞】 點擊連結👉 http://t.me/cwmagazine,Link,,,10/26/20, ,374425,336917,47391,436910,362212,74698,35091,33951,44511,58,57,143188,115458,41596,27031,9717,0,0,0,0,0,0,0,0,0,0
127628276929_10157239391201930,https://www.facebook.com/cwgroup/posts/10157239391201930,【習經濟發威　 經濟學人：該認清事實了，別輕視中國】  中國經濟正在擺脫疫情造成的影響，有望成為今年唯一實現增長的主要經濟體。  習經濟發威了嗎？  ＃習近平,Link,,,10/26/20, ,32319,32319,0,34454,34454,0,2096,1993,2544,5,5,31917,29412,0,0,1915,0,0,0,0,0,0,0,0,0,0
127628276929_10157239678291930,https://www.facebook.com/cwgroup/posts/10157239678291930,＃天下晨間新聞　  美股道瓊又經歷恐怖星期一，大跌800多點後，收跌650點。下一隻黑天鵝準備起飛了嗎？,Link,,,10/26/20, ,18004,18004,0,19040,19040,0,743,723,828,0,0,17317,16306,0,0,639,0,0,0,0,0,0,0,0,0,0
127628276929_10157238465946930,https://www.facebook.com/cwgroup/posts/10157238465946930,【4都房價破歷史新高　自住該出手嗎？】  親朋好友都在看房買房？別懷疑，儘管全球還在疫情中，今年台灣房市卻真的很熱，連斷層帶都出現億萬豪宅。但專家為何說「Uniqlo生意好，不代表LV客人回來」？,Link,,,10/26/20, ,24094,24094,0,26119,26119,0,1253,1200,1456,1,1,24417,22247,0,0,1143,0,0,0,0,0,0,0,0,0,0
127628276929_10157238462431930,https://www.facebook.com/cwgroup/posts/10157238462431930,【同業虧損破產時，他們維持獲利　百年航運家族透露祕訣】  「小心駛得萬年船」是真的！全台最古老又神祕的航運家族，第四代許積皐即將接班。在海運衰退，部份同業連年虧損的時刻，新興航運十多年來維持獲利。許家貫徹百年的經營哲學是什麼？,Link,,,10/26/20, ,8466,8466,0,9227,9227,0,236,229,235,1,1,8444,7683,0,0,223,0,0,0,0,0,0,0,0,0,0
127628276929_10157238630061930,https://www.facebook.com/cwgroup/posts/10157238630061930,◤國師唐綺陽來開示  這次不談水逆談人生◢ 面對中年工作低潮國師這樣走出來...  　 ＃我很清楚我來這世界上_要做的就是療癒。 ——唐綺陽 　 她占星，給予無數人心靈寄託； 她直播，在雲端提供數位陪伴； 她是唐綺陽，占星資歷超過20年。 　 但就算算遍全宇宙，唐綺陽也算不盡自己的人生， 面對工作撞牆期她如何不斷的打掉重練？ 讓我們一起從國師的故事中尋找人生的啟示... ---  訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3gR6jCc 　　 #天下雜誌video,Video,,,10/26/20, ,41213,41213,0,45143,45143,0,1150,1031,1223,6,6,40367,37378,0,0,972,803,812,0,0,14482,14634,0,0,11427,242005
127628276929_10157235057466930,https://www.facebook.com/cwgroup/posts/10157235057466930,【你這一生要努力的，就是活成自己喜歡的樣子】 　 「你不是父母的續集，也不是子女的前傳，更不是朋友的番外篇。」遺憾的是，有許多人始終活在他人的期待下，該找什麼工作、該什麼時候結婚…… 　 你這一生的唯一任務，就是活成自己喜歡的樣子。,Link,,,10/26/20, ,87133,87133,0,92127,92127,0,4460,2487,2879,7,7,86649,82152,0,0,3412,0,0,0,0,0,0,0,0,0,0
127628276929_10157238546971930,https://www.facebook.com/cwgroup/posts/10157238546971930,#夜間輕讀【走過殘破人生，她如今選擇面對】  曾是好萊塢片酬最高的女星，卻因酒精、藥物成癮而飽受爭議。黛咪•摩爾在回憶錄中自揭傷疤，將外界想知道的八卦一次說清楚，包括與布魯斯•威利和艾希頓•庫奇的兩段婚姻，以及童年曾被性侵的舊事。  「如果你帶著比井還深的羞惡和未經處理的創傷，那麼不論多少金錢、成功和名氣都無法填補，」黛咪•摩爾寫道。  -- ▌升級《天下》LINE，立享3日網站免費暢讀，再送$100折價券 https://maac.io/1ffB2,Link,,,10/26/20, ,106593,106593,0,114726,114726,0,4775,4374,4893,136,137,111822,103592,0,0,4514,0,0,0,0,0,0,0,0,0,0
127628276929_10157238654291930,https://www.facebook.com/cwgroup/posts/10157238654291930,【每當遇到痛苦或不愉快、生氣的事，我就很明確告訴自己4個字：「老師來了」】  當生命的最苦降臨，也是人生大翻轉的機會。被暱稱為「日本娃娃」的周思潔，命運在20年前大轉彎，重重摔落人生谷底，「這些遭遇都是上天給我的禮物，我才能從愚孝裡醒悟。」  踏出第一步就有後路，周思潔早已把躲在人後掉下的淚水，化成串串閃亮珍珠，「沒關係，這就是人生囉。」,Link,,,10/26/20, ,188423,188423,0,204144,204144,0,7639,6961,7825,250,254,199306,182581,0,0,7275,0,0,0,0,0,0,0,0,0,0
127628276929_10157235052246930,https://www.facebook.com/cwgroup/posts/10157235052246930,晚上7點以後就不該吃晚餐？澱粉會讓人發胖？  4大飲食迷思，別再相信了。,Link,,,10/26/20, ,53518,53518,0,59932,59932,0,3370,3279,3802,126,130,58396,52306,0,0,3221,0,0,0,0,0,0,0,0,0,0
127628276929_10157238542446930,https://www.facebook.com/cwgroup/posts/10157238542446930,【沒來由的心浮氣躁？  只要6秒練習不發怒】 　 明明沒發生什麼事，卻容易心浮氣躁？難搞的客戶、拖拖拉拉的小孩……雖然都不是一、兩天的問題，但總是讓人一把火就上來。 　 想要控制怒氣，腦神經的6秒、40秒法則有幫助！不過，在這些時間裡，要做些什麼，才能幫助自己恢復平靜呢？  - 📣【訂閱頻道看更多】升級《天下》LINE，即可免費訂閱頻道，掌握健康醫療知識零時差 立即前往>> https://maac.io/1ffCR,Link,,,10/26/20, ,30811,30811,0,33966,33966,0,800,662,722,66,67,32770,29684,0,0,703,0,0,0,0,0,0,0,0,0,0
127628276929_10157238656241930,https://www.facebook.com/cwgroup/posts/10157238656241930,#Off學【這一杯咖啡，讓日本人決定移居來台】  30歲隻身來台，一句中文也不會，原本在東京星巴克擔任店長的伊藤篤臣，在阿里山喝到人生第一杯淺焙咖啡，「帶點檸檬紅茶的香味，跟以前喝的深焙完全不同，我很感動。」  伊藤篤臣從此踏上推廣阿里山咖啡的不歸路，甚至移居來台。究竟是什麼魅力，讓他甘願在異鄉奮鬥？  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/26/20, ,23749,23749,0,25714,25714,0,484,443,484,50,49,24551,22649,0,0,436,0,0,0,0,0,0,0,0,0,0
127628276929_10157238521136930,https://www.facebook.com/cwgroup/posts/10157238521136930,【橫跨3國、上千家企業大調查！ 戰勝疫情，只有一種企業】 　 新冠肺炎爆發初期，全球運動賽事停擺，Nike在中國市場的5000間分店，也全都被迫關閉，但Nike硬是繳出營收成長5%的好表現。反觀競爭對手Adidas，簡直虧慘了。 　 面對疫情衝擊，為什麼有的企業一蹶不振，也有企業愈挫愈勇？台灣第一份跨國的 #企業數位轉型大調查，精準指出企業要有復原力，不論產業都有個共同祕訣：就是……  - 🔥更多精彩內容，請看最新出刊《不能只有台積電》 >>  https://bit.ly/31lrYNn,Link,,,10/26/20, ,30563,30563,0,31870,31870,0,917,858,947,31,32,30062,28667,0,0,852,0,0,0,0,0,0,0,0,0,0
127628276929_10157238547716930,https://www.facebook.com/cwgroup/posts/10157238547716930,◤不用回家也能投！ 在台美國人如何郵寄投票◢ #解密美國投票竟可自填候選人？！ 　　 美國總統大選將在11／3登場， 和台灣不同的是美國人投票不一定需要去投票所， 透過郵寄也能達成。  　 受到新冠肺炎疫情影響 預估今年郵寄投票數量將暴增， 跟著《天下》的鏡頭， 帶你看在台灣的美國人如何為自己投下一票， 以及對郵寄投票的公正性是否有信心。 ---  訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3gR6jCc  不斷更新》美國總統大選動態，一次看搖擺州誰領先： >> https://bit.ly/2Ht6p64 　 #天下雜誌video,Video,,,10/26/20, ,16237,16237,0,17587,17587,0,264,238,261,27,27,15976,14995,0,0,233,87,89,0,0,3618,3790,0,0,5157,196137
127628276929_10157238610666930,https://www.facebook.com/cwgroup/posts/10157238610666930,【把夜市食物端上好萊塢！ 北投女孩如何讓史蒂芬史匹柏也驚艷？】 　 「每一天都很重要，就做你喜歡的事吧！」好萊塢食物造型師Anna Lee，是個不折不扣的台灣女孩。跟許多人一樣，畢業前也曾迷茫惶恐，不知未來在哪。 　 直到她整理家裡，發現從小藏書都是食譜，幼時愛作菜的記憶被喚醒，決定往「#食物造型師」之路邁進。 　 只是，「作夢要有計劃，否則最終還是得放棄，」她如何成功追夢，讓李安、史蒂芬史匹柏等大導演，也刮目相看？  - 📌108課綱上路一周年你了解多少? 重點整理回顧>> https://bit.ly/34zWfZE  🔥立即預購2020教育特刊>> https://bit.ly/30A3wra,Link,,,10/26/20, ,13335,13335,0,14657,14657,0,276,260,307,22,22,13730,12535,0,0,255,0,0,0,0,0,0,0,0,0,0
127628276929_10157238657196930,https://www.facebook.com/cwgroup/posts/10157238657196930,【進口、國產車死亡交叉　台製神車能力挽狂瀾？】 　 「你終究要買進口車」，是句常聽見的廣告詞，但台灣有一家國產車業者很不服氣。 　 「台灣製品質真的不輸日本，」產出台灣4成國產車的大廠，成立36年來，首度開放媒體參觀，展示許多從未曝光的祕密武器。 　 連3年檢測零缺點，日本技師找不出任何一點瑕疵，面對進口車的進逼，國產車廠靠什麼力挽狂瀾？  - 📨免費訂閱《天下電子報》，每日關鍵新聞不漏接 >> https://bit.ly/3gezkXB,Link,,,10/26/20, ,73494,73494,0,79320,79320,0,5641,5488,6878,21,21,59732,54967,0,0,3714,0,0,0,0,0,0,0,0,0,0
127628276929_10157238553896930,https://www.facebook.com/cwgroup/posts/10157238553896930,【流感疫苗造成多件不良反應，藥廠親自回應了…】 　 南韓發生多起流感疫苗死亡案件，台中一名51歲男子，也在施打流感疫苗後陷入病危。疫苗到底有沒有問題，製造疫苗的藥廠出面解釋了。  - 📣加入《天下》Telegram ，每日為您精選3則重點新聞 >> http://t.me/cwmagazine,Link,,,10/26/20, ,29140,29140,0,31395,31395,0,1698,1655,1975,24,24,29568,27506,0,0,1584,0,0,0,0,0,0,0,0,0,0
127628276929_10157238574241930,https://www.facebook.com/cwgroup/posts/10157238574241930,【了解美國萬聖節的文化】#不給糖就搗蛋 　 台灣人該不該過「美國節」？近來因萬聖節的一篇「不辦活動公告」，意外引發一些討論與爭議。 　 關於台灣人要不要「從小過西方節日」，筆者沒有特定立場，但倒是可以分享一下在美國居住 10 多年的「在地觀察」，給讀者朋友們參考一下美國人過萬聖節的真實在地習俗與情況 >>,Link,,,10/26/20, ,31307,31307,0,34065,34065,0,1196,1157,1410,16,16,30888,28878,0,0,1102,0,0,0,0,0,0,0,0,0,0
127628276929_10157238648071930,https://www.facebook.com/cwgroup/posts/10157238648071930,再過兩個禮拜就是美國總統大選了。儘管拜登目前民調領先，但大多數人都對最終結果持保留態度。而一項針對不同國家民眾做的調查則發現：在歐亞兩大洲的16個國家中，只有台灣人支持川普超越拜登！  台灣人為何愛川普，在近年的美中貿易戰、台灣軍購等事件上不難看出端倪。不過，川普「愛」台灣嗎？,Link,,,10/26/20, ,21243,21243,0,23639,23639,0,873,803,1071,15,15,21838,19754,0,0,772,0,0,0,0,0,0,0,0,0,0
127628276929_10157238591786930,https://www.facebook.com/cwgroup/posts/10157238591786930,【一年就等這一場】#池上秋收稻穗藝術節  台灣好基金會執行長李應平說：「秋收藝術節已經成為池上向國際遞交最美麗的一張名片。」 「歡迎來到池上，看演出請往這邊走！」邁入第12年的池上秋收稻穗藝術節，在地翻轉的不只是觀光商機，更是當地國中孩子們學習意願的提升與自信心的表露。  池上，是怎樣辦到的？  當台灣農地面積不斷縮小，池上的農地面積卻漸漸擴大　池上人做了什麼選擇？：https://bit.ly/3jutiUf  ▲【立即訂閱「CSR@天下」電子報】http://bit.ly/2vcwNGv  #池上 #林懷民 #池上秋收稻穗藝術節 #地方創生 #台灣好基金會 #池上鄉文化藝術協會 #雲門舞集 #陳建年 #齊豫 #黃金稻田 #穀倉 #蔣勳,Link,,,10/26/20, ,43673,43673,0,46877,46877,0,2344,1292,1490,7,7,39535,36003,0,0,1442,0,0,0,0,0,0,0,0,0,0
127628276929_10157238543956930,https://www.facebook.com/cwgroup/posts/10157238543956930,【智慧醫療．重磅專訪 #3】  振興醫療財團法人振興醫院 院長 #魏崢  未來城市FutureCity 全新系列專題 ：六大醫院院長的智慧醫療藍圖  振興醫院院長魏崢，曾是登上報紙頭版的全國知名人物：他是台灣心臟科權威，也是十大傑出青年；國內第一個長期存活的心臟移植手術、亞洲第一個人工心臟移植手術，都出自他之手。 #年邁70才遇上AI 「這輩子實在很痛苦，把一樣技術學到最好的時候，新東西出來了！」一輩子走在技術尖端的名醫沒料到，會在68歲遇上了AI。 兩年前，魏崢第一次接觸AI；跟一群年紀只有他一半的醫師，在課堂上扎扎實實坐了五個週末後，確認「AI是將來醫院一定要走的路」，回頭便與華碩、研華等科技大廠合作。 「面對新事物不能說『我不會』，而是要去學；既然都要學，不如就早點學，」短短幾句話，決心展露無遺——說的雖然是魏崢自己，也適用此刻的振興。 多數醫師2000年後才用電腦打病歷，魏崢早20年就完成了個人數位轉型。 但這一次，他帶領的振興醫院，沒有醫學中心與大學的資源，如何迎頭趕上？ #未來城市 #智慧城市 #智慧醫療 #振興醫院 #AI醫療 #華碩 #心臟科權威,Link,,,10/26/20, ,47492,47492,0,52522,52522,0,923,738,847,5,5,49537,44824,0,0,814,0,0,0,0,0,0,0,0,0,0
127628276929_10157238428466930,https://www.facebook.com/cwgroup/posts/10157238428466930,【直擊教育現場－彈性課程怎麼教？如何跨科、跨領域共同編制課程？】  以五感觀察與實作，重新認識自幼生長的土地及在地農作，創意教案讓學生走出校園進行實地踏查，培養學習力、表達力以及服務力，跨科跨領域的老師如何準備課程？如何規劃課程的內容？  👉閱讀完整文章：https://bit.ly/3kokFvM 👉深入了解108課綱：https://bit.ly/2INacvN  #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Link,,,10/26/20, ,14014,14014,0,14872,14872,0,120,89,101,4,4,13444,12734,0,0,103,0,0,0,0,0,0,0,0,0,0
127628276929_10157235047721930,https://www.facebook.com/cwgroup/posts/10157235047721930,葉丙成說，「自從創業以來，我開始常常觀察身邊的員工、朋友、學生，從他們的能力、格局、膽識，去看誰可以是帥、是將、還是兵？」  身為企業戰士的你也必須要變成狼：一個會用演繹力、有想像力、有創新思維，並且能幫公司殺出新局的將才。,Link,,,10/25/20, ,60552,60552,0,63780,63780,0,5328,4560,5467,8,8,25665,23619,0,0,786,0,0,0,0,0,0,0,0,0,0
127628276929_10157238362551930,https://www.facebook.com/cwgroup/posts/10157238362551930,【台大教授葉丙成：人生停滯不前時，最好的解方是找回好奇心】 　 葉丙成求學生涯一路走來平順穩定，然而他心中卻有股「遺憾」，是年少時只在乎成績，扼殺了好奇心與純粹冒險的樂趣。  「人生跟投資一樣，看長不看短；人生不是贏在18歲就好。認識世界、認識自己，才能找到你的天命。」,Link,,,10/25/20, ,102822,102822,0,111909,111909,0,7155,4340,5563,9,9,46625,43151,0,0,1408,0,0,0,0,0,0,0,0,0,0
127628276929_10157238341356930,https://www.facebook.com/cwgroup/posts/10157238341356930,【標榜能做出健康炸物的氣炸鍋，真的有比較健康嗎？】 　 「氣炸的薯條、雞塊很健康，我可以多吃一點。」許多人在減輕罪惡感後，心裡門檻降低，反而吃下更多的炸物。  氣炸鍋究竟是真的健康，還是只降低了你的罪惡感？,Link,,,10/25/20, ,10614,10614,0,11851,11851,0,308,294,345,3,3,11022,9862,0,0,279,0,0,0,0,0,0,0,0,0,0
127628276929_10157238336726930,https://www.facebook.com/cwgroup/posts/10157238336726930,【零股投資熱，小資族如何用450元當上台積電股東？】 　 金管會開放零股盤中交易，小資族要如何把握新的投資機會？ 　 投資零股超過14年、擁有700多間公司股票的零股達人，光靠股東紀念品就可年入百萬，他如何看待這股浪潮？只要450元就能入股台積電，小資族該如何投資零股？  - 🎉新訂戶首次訂閱「天下全閱讀」，前三個月體驗價只要$399！（原價$249／月）立即訂閱 >> https://bit.ly/2yxJ7Yg,Link,,,10/25/20, ,21384,21384,0,22887,22887,0,702,676,830,4,4,20135,18664,0,0,589,0,0,0,0,0,0,0,0,0,0
127628276929_10157238323791930,https://www.facebook.com/cwgroup/posts/10157238323791930,"#廣編企劃【桃園最補優惠 把握年底前把大獎帶回家！】  隨著中央推出「振興三倍券」，桃園市政府也投入近4,300萬元加碼祭出月月抽大獎及旅遊、交通、購物、藝文、運動等5大類，共11項的優惠方案，並結合下半年各式精彩的活動，邀請國人到桃園來一趟物超所值的旅程。趕快在2020結束前，把握最後機會放大你的三倍券吧！  #桃園 #五大補帖 #振興三被券 #三倍券加碼 #振興紓困",Link,,,10/25/20, ,10700,10700,0,11712,11712,0,201,164,178,4,4,10866,9970,0,0,183,0,0,0,0,0,0,0,0,0,0
